,precision,recall,f1-score,support
208,0.0,0.0,0.0,1.0
209,0.0,0.0,0.0,1.0
210,0.0,0.0,0.0,0.0
211,1.0,1.0,1.0,1.0
213,0.0,0.0,0.0,1.0
214,1.0,1.0,1.0,3.0
215,1.0,0.25,0.4,4.0
217,0.0,0.0,0.0,0.0
219,0.5,0.5,0.5,2.0
220,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,2.0
228,0.0,0.0,0.0,1.0
229,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,1.0
232,0.0,0.0,0.0,1.0
233,1.0,1.0,1.0,1.0
234,1.0,1.0,1.0,1.0
235,0.0,0.0,0.0,1.0
236,0.0,0.0,0.0,0.0
238,0.0,0.0,0.0,1.0
243,0.0,0.0,0.0,1.0
245,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0
256,0.0,0.0,0.0,0.0
257,0.0,0.0,0.0,1.0
258,0.0,0.0,0.0,0.0
259,0.0,0.0,0.0,0.0
262,0.0,0.0,0.0,0.0
265,1.0,1.0,1.0,1.0
267,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,1.0
273,0.0,0.0,0.0,1.0
275,0.0,0.0,0.0,1.0
276,0.0,0.0,0.0,0.0
278,0.0,0.0,0.0,1.0
280,0.0,0.0,0.0,1.0
284,1.0,1.0,1.0,1.0
285,0.0,0.0,0.0,0.0
287,0.0,0.0,0.0,1.0
288,0.0,0.0,0.0,1.0
307,0.0,0.0,0.0,0.0
315,0.0,0.0,0.0,1.0
330,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,1.0
349,1.0,1.0,1.0,1.0
357,0.0,0.0,0.0,1.0
accuracy,0.39666666666666667,0.39666666666666667,0.39666666666666667,0.39666666666666667
macro avg,0.35471218980669417,0.3461735841847785,0.33424771564726213,1500.0
weighted avg,0.42022786659582845,0.39666666666666667,0.3913432041189103,1500.0
