,precision,recall,f1-score,support
275,0.0,0.0,0.0,0.0
277,1.0,0.5,0.6666666666666666,2.0
280,0.0,0.0,0.0,1.0
285,0.0,0.0,0.0,1.0
287,1.0,1.0,1.0,1.0
290,0.0,0.0,0.0,1.0
297,0.0,0.0,0.0,1.0
304,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0
318,0.0,0.0,0.0,1.0
330,0.0,0.0,0.0,0.0
335,0.0,0.0,0.0,1.0
352,1.0,1.0,1.0,1.0
357,1.0,1.0,1.0,1.0
accuracy,0.4266666666666667,0.4266666666666667,0.4266666666666667,0.4266666666666667
macro avg,0.3914711407714449,0.39239938256736673,0.3742002709400869,1500.0
weighted avg,0.44362655967134457,0.4266666666666667,0.41799595260474987,1500.0
